|name      |spect_type  |vmag |ra_deg      |dec_deg     |bv_color|
|HIP 6732  |K1III       | 5.50|021.67352916|+19.24056476|   1.106|
|HIP 56497 |K1III/IV    | 5.50|173.73751871|-49.13694740|   1.041|
|HIP 89065 |K2III       | 5.50|272.66786991|+03.32426855|   1.204|
|HIP 100435|B8IIIn      | 5.50|305.51428968|+24.44611603|  -0.090|
|HIP 52686 |K3III       | 5.50|161.60202972|+18.89162177|   1.134|
|HIP 66435 |K2III       | 5.50|204.29605970|+71.24226650|   1.219|
|HIP 15643 |G8III       | 5.50|050.35010618|-23.63508924|   0.885|
|HIP 15861 |K4III       | 5.50|051.07693671|+24.72418789|   1.190|
|HIP 97077 |G8III       | 5.50|295.92882357|+25.77187257|   0.939|
|HIP 25950 |B7III       | 5.50|083.05893591|+17.05815445|  -0.004|
|HIP 113532|F0V         | 5.51|344.89901144|-29.46232352|   0.271|
|HIP 84835 |M0III       | 5.51|260.08811224|+46.24068047|   1.586|
|HIP 94437 |K3III       | 5.51|288.31464939|-12.28250973|   1.442|
|HIP 92549 |G9IVa       | 5.51|282.89583932|+52.97452091|   0.843|
|HIP 47267 |G8II        | 5.51|144.50597591|-43.19086905|   0.985|
|HIP 10642 |G8III       | 5.51|034.24578955|-06.42185630|   0.962|
|HIP 52422 |A4Vn        | 5.51|160.75811147|+26.32569732|   0.160|
|HIP 82480 |A2Vs        | 5.51|252.85391115|+01.21598136|   0.055|
|HIP 105259|B3Vv comp   | 5.51|319.81538311|+58.62350994|   1.114|
|HIP 93225 |B4V         | 5.51|284.84917715|-12.84046242|  -0.038|
|HIP 14131 |B8III/IV    | 5.51|045.56415553|-71.90249547|  -0.125|
|HIP 75049 |K0III       | 5.51|230.03599149|+29.61631109|   1.015|
|HIP 2802  |F6V         | 5.51|008.92139531|-48.00066027|   0.461|
|HIP 6748  |F0V         | 5.51|021.71481835|-13.05653391|   0.321|
|HIP 98823 |K0III       | 5.51|301.03461172|+07.27793427|   1.063|
|HIP 103527|G6III:      | 5.51|314.60817904|+10.83936950|   0.934|
|HIP 87308 |K1III       | 5.51|267.59529976|+29.32202669|   1.071|
|HIP 107235|M2III       | 5.51|325.77701184|+41.15499969|   1.615|
|HIP 111062|F5IVs       | 5.51|337.49145207|+04.43205725|   0.385|
|HIP 23043 |K1III       | 5.51|074.34311423|+17.15370680|   1.304|
|HIP 70915 |B8Vn        | 5.51|217.53608389|-45.32128792|  -0.087|
|HIP 15201 |F4III       | 5.51|048.98899185|-77.38860498|   0.438|
|HIP 99518 |K3II-III    | 5.51|302.94989008|+26.80901561|   1.397|
|HIP 59232 |B3IV        | 5.51|182.22749200|-41.23158452|  -0.097|
|HIP 99404 |A3III       | 5.51|302.63968695|+26.90413736|   0.087|
|HIP 5346  |F0III-IV    | 5.51|017.09309979|+05.65022130|   0.334|
|HIP 19388 |K2III       | 5.51|062.29125233|+19.60929366|   1.077|
|HIP 93340 |G5IIbCN...  | 5.51|285.18111302|+55.65831944|   0.862|
|HIP 73193 |K1III       | 5.51|224.38840115|-00.16754803|   1.131|
|HIP 52221 |B9p Si      | 5.51|160.04776480|-65.10024026|  -0.158|
|HIP 97260 |B8III       | 5.51|296.50506632|-31.90853854|   0.024|
|HIP 41451 |A0V         | 5.51|126.81994813|-70.09359517|  -0.024|
|HIP 3675  |G8II        | 5.51|011.75594336|+11.97393464|   0.987|
|HIP 92630 |M0III       | 5.51|283.11335813|-46.59511945|   1.641|
|HIP 54029 |G7III...    | 5.51|165.81220090|-11.30320923|   0.938|
|HIP 20860 |B5V         | 5.51|067.05539751|+83.80776284|  -0.106|
|HIP 67250 |K0III+...   | 5.51|206.74947851|+38.54274988|   1.036|
|HIP 98325 |B9Vn        | 5.51|299.65816165|+30.98367174|  -0.060|
|HIP 29941 |B2/B3V      | 5.51|094.55721559|-19.96699189|  -0.163|
|HIP 102916|K3III       | 5.52|312.75317995|-37.91328991|   1.380|
|HIP 112381|K3III       | 5.52|341.42003143|-46.54729992|   1.302|
|HIP 90124 |K0III       | 5.52|275.87008800|-36.23800004|   1.015|
|HIP 19335 |F7V         | 5.52|062.15206221|+38.04022796|   0.520|
|HIP 110817|B0.5Ib      | 5.52|336.77213047|+65.13227452|   0.302|
|HIP 109474|F2V         | 5.52|332.66209270|+70.13251390|   0.391|
|HIP 25555 |B9.5Vn      | 5.52|081.94002438|+15.87410386|   0.015|
|HIP 13327 |B7V         | 5.52|042.87319979|+15.08212726|  -0.099|
|HIP 31583 |B8V         | 5.52|099.14720939|-05.21110831|  -0.082|
|HIP 94789 |A4IV/V      | 5.52|289.30091657|-66.66103756|   0.170|
|HIP 24555 |A0V         | 5.52|079.01724675|+11.34136954|  -0.012|
|HIP 40282 |M1III       | 5.52|123.39261076|-50.19606698|   1.651|
|HIP 66091 |K1III       | 5.52|203.21536872|-15.36301232|   1.228|
|HIP 54336 |G9IIICN...  | 5.52|166.72679525|+01.95573365|   0.955|
|HIP 41152 |A3V         | 5.52|125.95220483|+53.21995142|   0.125|
|HIP 50456 |B9.5Ib/II   | 5.52|154.53166913|-28.99202661|   0.277|
|HIP 85385 |B5V         | 5.52|261.70469683|+20.08093784|  -0.119|
|HIP 7978  |F8V         | 5.52|025.62146258|-53.74057470|   0.551|
|HIP 74732 |K2III       | 5.52|229.09596946|-22.39942083|   1.357|
|HIP 41395 |K1/K2III    | 5.52|126.67502883|-12.53453988|   1.167|
|HIP 28098 |F2III       | 5.52|089.08726177|-31.38245487|   0.382|
|HIP 22854 |B9.5V       | 5.52|073.76309080|+55.25912955|   0.015|
|HIP 50935 |K1III       | 5.52|156.03589322|+33.71853542|   1.186|
|HIP 39566 |K3/K4III    | 5.52|121.26544452|-53.10791360|   1.347|
|HIP 39360 |Ap Si       | 5.52|120.68662049|-41.30986539|  -0.152|
|HIP 73634 |G8III:      | 5.52|225.77534828|+35.20577288|   1.023|
|HIP 60170 |K2III-IV    | 5.52|185.08216696|+26.61975090|   1.091|
|HIP 51384 |F0IV        | 5.52|157.42586771|+84.25210531|   0.244|
|HIP 73497 |M0III       | 5.52|225.33254143|-02.75487208|   1.692|
|HIP 88816 |K0III       | 5.52|271.95168241|-17.15430069|   1.132|
|HIP 17738 |G6III       | 5.52|056.98342907|-30.16732063|   0.973|
|HIP 107835|M0III       | 5.52|327.69677354|-69.62940458|   1.378|
|HIP 107975|F6IVwvar    | 5.52|328.12481712|+28.79369216|   0.426|
|HIP 26382 |F0V         | 5.53|084.26545679|+17.04040910|   0.237|
|HIP 89020 |K1III + (F) | 5.53|272.52418933|-30.72859747|   0.979|
|HIP 79980 |F5IV        | 5.53|244.88617634|-30.90676896|   0.466|
|HIP 110529|K0IIICN...  | 5.53|335.87827430|-24.76265507|   0.979|
|HIP 84551 |F6V         | 5.53|259.26547645|-32.66270528|   0.514|
|HIP 25853 |A0V         | 5.53|082.78176520|-20.86355455|   0.012|
|HIP 22028 |A1V         | 5.53|071.03312400|-18.66654311|   0.025|
|HIP 69658 |A0V         | 5.53|213.85047098|-18.20066197|   0.001|
|HIP 67819 |F3V         | 5.53|208.38675080|-35.66419416|   0.444|
|HIP 76126 |B3V         | 5.53|233.23011545|-16.85280725|  -0.148|
|HIP 113148|K1III       | 5.53|343.69002010|-16.27174207|   1.111|
|HIP 40035 |F7V         | 5.53|122.66656902|-13.79934746|   0.488|
|HIP 86698 |K5III       | 5.53|265.71288389|-36.94550742|   1.553|
|HIP 78436 |A0Vs        | 5.53|240.19850629|-08.41132413|   0.043|
|HIP 12107 |M0III       | 5.53|039.00028366|-07.83145306|   1.607|
|HIP 103981|G4          | 5.53|316.01963509|-05.82304908|   0.683|
|HIP 17167 |B9IIIp Si   | 5.53|055.15972132|-05.21069726|  -0.145|
|HIP 77464 |A5IV        | 5.53|237.23672761|-03.81852811|   0.120|
|HIP 20884 |B3V         | 5.53|067.13378878|+01.38087416|  -0.099|
|HIP 94982 |F0III       | 5.53|289.91393971|+12.37463918|   0.265|
|HIP 69536 |F6IV        | 5.53|213.52221581|+12.95957667|   0.537|
|HIP 58159 |A3V         | 5.53|178.91886481|+15.64680922|   0.116|
|HIP 107   |M2III       | 5.53|000.33380226|-50.33739907|   1.615|
|HIP 83057 |B9IV        | 5.53|254.57478718|-50.64109176|   0.016|
|HIP 63950 |M5III       | 5.53|196.59410061|+22.61629063|   1.461|
|HIP 20789 |B7V         | 5.53|066.82269876|+22.99636881|  -0.098|
|HIP 115713|F4V         | 5.53|351.65226789|-52.72191900|   0.409|
|HIP 69462 |K5III+...   | 5.53|213.31841949|-53.66565135|   1.438|
|HIP 93843 |F0III       | 5.53|286.65701713|+28.62838960|   0.296|
|HIP 102066|G8IIb       | 5.53|310.26058373|+32.30731586|   0.871|
|HIP 80460 |A5V         | 5.53|246.35069083|+37.39407872|   0.174|
|HIP 15330 |G2V         | 5.53|049.43528798|-62.57689893|   0.641|
|HIP 109745|A0III       | 5.53|333.45491277|+45.44060328|   0.021|
|HIP 81290 |B9.5Vn      | 5.53|249.04763676|+52.89997858|  -0.060|
|HIP 113969|F4III       | 5.53|346.21728516|-68.82037973|   0.395|
|HIP 8704  |B1.5V       | 5.53|027.99711412|+55.14740479|  -0.175|
|HIP 30651 |A3m         | 5.53|096.60776525|+56.28504370|   0.238|
|HIP 21949 |B9IV        | 5.53|070.76644496|-70.93111187|  -0.114|
|HIP 106227|B1II        | 5.53|322.74705697|+60.45944015|   0.102|
|HIP 107586|M1III       | 5.53|326.85544759|+60.69269363|   1.575|
|HIP 49065 |A0IV        | 5.53|150.18293561|-82.21474569|   0.035|
|HIP 29842 |K2III       | 5.54|094.25512509|-37.73764950|   1.129|
|HIP 103298|A4V         | 5.54|313.91063822|+12.56850687|   0.131|
|HIP 32609 |F5V:+...    | 5.54|102.05096806|+55.70444959|        |
|HIP 86019 |B8Vn        | 5.54|263.69312162|-11.24200693|   0.013|
|HIP 97765 |A1Iab       | 5.54|298.00664208|+24.99217156|   0.680|
|HIP 36039 |K2/K3III    | 5.54|111.40911866|-79.09420265|   1.281|
|HIP 77390 |A5          | 5.54|236.97123090|-65.44218988|   0.231|
|HIP 86623 |F4Vw        | 5.54|265.49432602|+15.95217942|   0.387|
|HIP 25143 |A3V         | 5.54|080.70968545|+41.02925326|   0.127|
|HIP 75127 |K1III       | 5.54|230.28183604|-05.82482695|   1.047|
|HIP 45219 |G6II        | 5.54|138.23176998|-59.41396656|   0.846|
|HIP 29263 |M2II/III    | 5.54|092.54341638|-40.35396993|   1.665|
|HIP 103598|K4III       | 5.54|314.85555250|+59.43855678|   1.411|
|HIP 57013 |A0V         | 5.54|175.33273307|-43.09567719|   0.044|
|HIP 108339|A2Vnn       | 5.54|329.23495325|+12.07652564|   0.054|
|HIP 60212 |K5III       | 5.54|185.21179250|+57.86428953|   1.452|
|HIP 56146 |K0III       | 5.54|172.62117030|+18.40973855|   1.056|
|HIP 7535  |F0V         | 5.54|024.27483902|+12.14151058|   0.347|
|HIP 58576 |K0IV        | 5.54|180.18486353|-10.44483921|   0.760|
|HIP 84183 |F0IV        | 5.54|258.13566410|+62.87422062|   0.216|
|HIP 28524 |K5III       | 5.54|090.31789213|-33.91177131|   1.580|
|HIP 98234 |B9III       | 5.54|299.43932749|+16.78911537|  -0.048|
|HIP 78132 |K1IV        | 5.54|239.31101948|+14.41426805|   1.141|
|HIP 27581 |G9III:      | 5.54|087.62043148|+14.30569894|   1.006|
|HIP 115054|F5V         | 5.54|349.54077554|-40.82406346|   0.445|
|HIP 35136 |G0V         | 5.54|108.95880519|+47.24041621|   0.576|
|HIP 813   |B9V         | 5.54|002.50910252|+11.14580908|  -0.064|
|HIP 103519|G8III       | 5.55|314.58075681|+44.47154114|   0.973|
|HIP 67057 |G1IV/V      | 5.55|206.12424684|-16.17905873|   0.805|
|HIP 108772|O9V         | 5.55|330.51906636|+58.00037041|   0.017|
|HIP 15696 |G5III       | 5.55|050.54954371|+27.60757659|   1.100|
|HIP 80480 |F0V         | 5.55|246.43136816|+78.96360053|   0.249|
|HIP 81754 |F3V         | 5.55|250.47364200|-19.92447879|   0.436|
|HIP 36258 |B9Vsp...    | 5.55|111.99653073|-29.15590180|  -0.048|
|HIP 114831|F0IV        | 5.55|348.90711543|+70.88808538|   0.263|
|HIP 17203 |B7Vn        | 5.55|055.28267183|+37.58026421|  -0.062|
|HIP 113669|K3III       | 5.55|345.33061462|-28.85390821|   1.349|
|HIP 96014 |K1III       | 5.55|292.83066458|+50.30659451|   1.274|
|HIP 43496 |A4m         | 5.55|132.89349889|-07.17721266|   0.150|
|HIP 55657 |B2IV-V      | 5.55|171.04657107|-72.25660192|   0.017|
|HIP 62608 |G8Ib/II     | 5.55|192.43728988|-71.98624542|   1.154|
|HIP 17103 |G6III:      | 5.55|054.96309860|+03.05684307|   0.931|
|HIP 30143 |B3V         | 5.55|095.15099685|-34.14419295|  -0.182|
|HIP 5132  |A0Vn        | 5.55|016.42365838|+21.46547318|  -0.048|
|HIP 103005|B9III       | 5.55|313.03622144|-05.50704421|  -0.076|
|HIP 30728 |G9III       | 5.55|096.83531772|+02.90825624|   1.035|
|HIP 108868|K0III       | 5.55|330.81846358|-06.52242698|   0.959|
|HIP 37521 |M3Sv        | 5.55|115.51341314|+14.20852972|   1.642|
|HIP 7617  |G5II        | 5.55|024.53151544|+57.97764488|   1.388|
|HIP 14915 |K1IIIpe+... | 5.55|048.10987466|+06.66088598|   1.011|
|HIP 117299|K3II        | 5.55|356.75797734|+57.45137702|   1.630|
|HIP 110778|G3V         | 5.55|336.64228154|-16.74214759|   0.618|
|HIP 27955 |M0III       | 5.55|088.71872485|-39.95790952|   1.515|
|HIP 40793 |G8III       | 5.55|124.88421821|+75.75686931|   0.902|
|HIP 70054 |G8III       | 5.55|215.04045606|-43.05886202|   0.907|
|HIP 104177|K3III       | 5.55|316.60623928|-41.38593603|   1.350|
|HIP 30720 |K5III       | 5.55|096.81496020|-00.27598684|   1.376|
|HIP 20234 |B1.5IV      | 5.55|065.04796760|+50.92095135|  -0.031|
|HIP 24738 |M4III       | 5.55|079.56534453|+42.79218517|   1.492|
|HIP 82171 |B0Iab       | 5.55|251.83193375|-58.34139234|  -0.096|
|HIP 71419 |K3III       | 5.55|219.07940330|-46.24549130|   1.489|
|HIP 34267 |G8IV        | 5.55|106.54845981|+34.47408682|   0.909|
|HIP 71837 |G8III       | 5.55|220.43173137|+11.66093526|   0.941|
|HIP 3885  |F5III+...   | 5.55|012.47128657|+27.71031105|   0.398|
|HIP 52136 |K3III       | 5.55|159.77393431|+53.66849306|   1.270|
|HIP 11432 |K1III:      | 5.55|036.86578353|+31.80134872|   1.114|
|HIP 2661  |K1III       | 5.55|008.42108802|-29.55820696|   1.262|
|HIP 116354|A1III       | 5.55|353.65646146|+40.23655244|   0.096|
|HIP 476   |G5III       | 5.55|001.42473238|+13.39628227|   0.901|
|HIP 84949 |F9Vn...     | 5.55|260.43172028|+39.97480822|   0.667|
|HIP 92882 |F5/F6IV/V   | 5.56|283.87925799|-16.37618751|   0.445|
|HIP 13951 |B9.5V       | 5.56|044.92151015|-02.46490094|  -0.072|
|HIP 97961 |A0III       | 5.56|298.62942212|+24.31939041|  -0.018|
|HIP 5310  |A3V         | 5.56|016.98795829|+20.73932115|   0.121|
|HIP 41400 |M3III       | 5.56|126.68312445|+12.65486252|   1.608|
|HIP 115142|F3IV        | 5.56|349.84941462|-05.12430243|   0.386|
|HIP 16780 |G7III:      | 5.56|053.99021710|-11.19397792|   0.915|
|HIP 5566  |B9.5V       | 5.56|017.85631897|+64.20272388|  -0.052|
|HIP 93051 |B9IIIp...   | 5.56|284.31913909|+02.53537680|   0.004|
|HIP 42535 |B7Vn        | 5.56|130.07287030|-53.01545412|  -0.125|
|HIP 93996 |B2V         | 5.56|287.06958032|-19.29028615|  -0.087|
|HIP 21743 |G6/G8III    | 5.56|070.02852595|-24.48241131|   0.926|
|HIP 45924 |M3Ib        | 5.56|140.46224949|-42.19473814|   1.637|
|HIP 56770 |F2II-III    | 5.56|174.58619878|+43.62551361|   0.348|
|HIP 29205 |K2III       | 5.56|092.39389063|-14.58469045|   1.150|
|HIP 17506 |K4III       | 5.56|056.23526063|-00.29671559|   1.411|
|HIP 44299 |B5V         | 5.56|135.33698096|-41.86429036|  -0.135|
|HIP 66753 |A2m...      | 5.56|205.23406365|-85.78599228|   0.183|
|HIP 47717 |A0V         | 5.56|145.92625551|-53.89136176|  -0.042|
|HIP 115395|K3II        | 5.56|350.63551965|+60.13348919|   1.679|
|HIP 60735 |B9V         | 5.56|186.71539248|-32.83004764|   0.007|
|HIP 30321 |K5III       | 5.56|095.65929247|-69.98412773|   1.510|
|HIP 4440  |B8V         | 5.56|014.19558745|+60.36284769|  -0.054|
|HIP 115591|B9III       | 5.56|351.21175378|+32.38487495|  -0.075|
|HIP 114822|A3V         | 5.56|348.89277051|-03.49637244|   0.062|
|HIP 70492 |A3Ib        | 5.56|216.27641298|-68.19532385|   0.435|
|HIP 46982 |K1III       | 5.56|143.63600852|-05.91480636|   1.159|
|HIP 45189 |B8V         | 5.56|138.12725463|-43.61329176|  -0.107|
|HIP 89482 |B7IV        | 5.56|273.91158071|+42.15934312|  -0.111|
|HIP 57870 |B4III       | 5.56|178.04330796|-56.98782681|   0.069|
|HIP 83692 |K4III       | 5.56|256.57545246|+22.08424707|   1.299|
|HIP 48310 |K1IIICN...  | 5.56|147.73165865|-62.74513696|   1.316|
|HIP 34065 |G3V...      | 5.56|105.98916816|-43.60898397|   0.624|
|HIP 86667 |K4III       | 5.56|265.61832228|+24.56431006|   1.436|
|HIP 25608 |A0V         | 5.56|082.06386207|-37.23093130|   0.026|
|HIP 115746|A7IV        | 5.56|351.74966274|+87.30745696|   0.250|
|HIP 110935|A3V         | 5.56|337.15600483|-67.48888731|   0.208|
|HIP 75257 |K4III       | 5.56|230.65570869|+39.58149619|   1.626|
|HIP 102633|A0V         | 5.57|311.95136711|+06.00824104|  -0.010|
|HIP 95564 |K1/K2III    | 5.57|291.57972363|-21.77668185|   1.228|
|HIP 3741  |B9V         | 5.57|012.00437854|-21.72247464|  -0.058|
|HIP 81702 |O5          | 5.57|250.33506617|-48.76296994|   0.169|
|HIP 5454  |G0III       | 5.57|017.45502008|+19.65838540|   0.697|
|HIP 114622|K3Vvar      | 5.57|348.31143134|+57.16763844|   1.000|
|HIP 10944 |B9p Si      | 5.57|035.24238707|+50.15154156|  -0.089|
|HIP 47168 |M2III       | 5.57|144.17854374|+31.16184064|   1.594|
|HIP 22393 |K2III       | 5.57|072.30347923|+31.43762493|   1.132|
|HIP 51376 |B9/B9.5V    | 5.57|157.39749325|-30.60707101|  -0.041|
|HIP 66640 |F0V         | 5.57|204.89451792|+10.74630126|   0.348|
|HIP 77048 |G9III:      | 5.57|235.99716849|+32.51582804|   1.076|
|HIP 61968 |A2V         | 5.57|190.48816539|+06.80664416|   0.002|
|HIP 79153 |B9V         | 5.57|242.32734737|-57.93417299|  -0.024|
|HIP 10418 |M1III       | 5.57|033.56042796|-67.84155199|   1.556|
|HIP 64122 |K3III       | 5.57|197.13536674|-08.98422912|   1.178|
|HIP 10535 |F6V         | 5.57|033.92847664|+25.04325530|   0.520|
|HIP 7965  |A0p SiSr    | 5.57|025.58518510|+68.04304624|  -0.049|
|HIP 51685 |A2Vn        | 5.57|158.37888150|+34.98870207|   0.029|
|HIP 106429|K0III       | 5.57|323.34805400|-44.84869460|   1.044|
|HIP 89008 |G8III       | 5.57|272.49577622|+36.46625671|   0.915|
|HIP 107649|G2V         | 5.57|327.06503724|-47.30289790|   0.601|
|HIP 118077|G8Ib        | 5.57|359.28539105|+55.70573518|   0.478|
|HIP 5589  |B9IV        | 5.57|017.92237013|+65.01888517|  -0.072|
|HIP 43903 |G6III       | 5.57|134.15619484|+64.60403054|   0.877|
|HIP 2941  |K1V+...     | 5.57|009.33244613|-24.76722545|   0.715|
|HIP 531   |B9III       | 5.57|001.61052855|+64.19616859|  -0.023|
|HIP 729   |G9III       | 5.57|002.25974230|+18.21202529|   1.043|
|HIP 107517|A1V         | 5.57|326.63366745|-11.36593201|  -0.002|
|HIP 76996 |A2V         | 5.57|235.81708657|-84.46550807|   0.118|
|HIP 70243 |B8V         | 5.57|215.58223947|-34.78679152|  -0.088|
|HIP 38152 |G5II        | 5.57|117.27800960|-56.41038485|   1.116|
|HIP 77163 |A1V         | 5.57|236.34778279|+05.44732255|   0.035|
|HIP 16263 |A5III/IV    | 5.57|052.40009401|-12.67474889|   0.171|
|HIP 2711  |F3IV-V      | 5.57|008.61506261|-52.37318294|   0.472|
|HIP 85749 |G8III       | 5.57|262.83893822|+02.72446012|   0.844|
|HIP 31277 |K2III:      | 5.57|098.40072046|+14.15537477|   1.105|
|HIP 82925 |A0V         | 5.57|254.20015918|-23.15032178|  -0.018|
|HIP 95822 |K0III       | 5.57|292.34218384|+14.59607671|   1.050|
|HIP 9313  |K1III       | 5.57|029.91189289|-42.03028941|   1.052|
|HIP 53064 |K2III       | 5.57|162.84899001|+59.32024369|   1.160|
|HIP 108845|A0IV        | 5.57|330.73615775|+44.64994158|  -0.029|
|HIP 20219 |F3V...      | 5.58|064.99014508|+14.03524954|   0.283|
|HIP 115271|M0III       | 5.58|350.20626846|+30.41508840|   1.501|
|HIP 47963 |B2.5IV      | 5.58|146.62658773|-44.75505925|  -0.176|
|HIP 10732 |A1Vn        | 5.58|034.53144339|+19.90116135|   0.011|
|HIP 61296 |G8III/IV    | 5.58|188.39278750|-12.83032829|   0.861|
|HIP 5164  |A1V         | 5.58|016.52137513|-09.83936845|   0.009|
|HIP 37204 |K0III       | 5.58|114.63681646|+35.04848403|   0.921|
|HIP 58110 |K0III:      | 5.58|178.76313138|+08.44390534|   0.937|
|HIP 13702 |F6V         | 5.58|044.10825985|+18.02365076|   0.471|
|HIP 55765 |F2V         | 5.58|171.40191420|+16.45655059|   0.390|
|HIP 124   |F0III       | 5.58|000.40424537|+61.22280406|   0.407|
|HIP 100437|K0IIIvar    | 5.58|305.52227775|+45.79489737|   1.077|
|HIP 92872 |G9III       | 5.58|283.86434313|+06.61550576|   1.041|
|HIP 51364 |K3III       | 5.58|157.37088906|-29.66385399|   1.420|
|HIP 109352|G6III:      | 5.58|332.30698173|+33.17249760|   0.985|
|HIP 22531 |F0IV...     | 5.58|072.73077622|-53.46172112|   0.341|
|HIP 90260 |K0III       | 5.58|276.25630334|-30.75640093|   1.138|
|HIP 31079 |F8V         | 5.58|097.82591372|-51.82620719|   0.534|
|HIP 1921  |B5IV        | 5.58|006.06518443|+52.01992467|  -0.110|
|HIP 35044 |K3III       | 5.58|108.71328410|-27.03792355|   1.220|
|HIP 40944 |A3V         | 5.58|125.33843502|-20.07901245|   0.771|
|HIP 89487 |K0III/IV    | 5.58|273.91942956|-63.05530804|   0.944|
|HIP 16210 |B6Vn        | 5.58|052.21794573|+49.84844583|  -0.054|
|HIP 70791 |G3IV        | 5.58|217.15870008|+49.84496418|   0.864|
|HIP 114924|F7V         | 5.58|349.17580980|+53.21404995|   0.556|
|HIP 7679  |F0V         | 5.58|024.71544923|-21.27547447|   0.346|
|HIP 20995 |F0V...      | 5.58|067.53555351|+15.63789864|   0.324|
|HIP 94624 |G8II-III    | 5.58|288.83370710|+15.08367864|   1.067|
|HIP 37441 |K0III       | 5.58|115.30185616|+48.13185153|   1.011|
|HIP 63738 |F7V         | 5.58|195.94177817|-20.58350964|   0.554|
|HIP 41377 |K5III       | 5.58|126.61553314|+27.89386239|   1.421|
|HIP 100108|A2V         | 5.58|304.61927485|+36.99975390|   0.056|
|HIP 87569 |K3III       | 5.58|268.34779437|-34.89510976|   1.098|
|HIP 105411|K1III       | 5.58|320.26766229|+23.85625829|   1.057|
|HIP 54327 |B2V         | 5.58|166.70803819|-70.87793836|  -0.070|
|HIP 92728 |B2.5V       | 5.58|283.43149392|+36.97172755|  -0.138|
|HIP 51140 |K3II/III    | 5.58|156.70389571|-54.87731436|   1.556|
|HIP 109737|F7II        | 5.58|333.43494738|-25.18092537|   0.497|
|HIP 94986 |B4III       | 5.59|289.91662081|-35.42142487|  -0.122|
|HIP 72833 |G5III       | 5.59|223.30640336|-73.19015457|   0.820|
|HIP 31457 |A0V         | 5.59|098.85093436|-36.77993005|  -0.130|
