|name      |spect_type  |vmag |ra_deg      |dec_deg     |bv_color|
|HIP 90642 |K0III       | 5.38|277.42067689|-01.98522563|   0.961|
|HIP 38722 |A0Vs        | 5.38|118.91626746|+19.88406657|  -0.035|
|HIP 60781 |M4/M5III    | 5.38|186.87031761|-58.99176932|   1.543|
|HIP 75178 |B9Vn        | 5.38|230.45253799|+32.93366086|  -0.051|
|HIP 99031 |K0IV        | 5.38|301.59137234|+35.97353894|   0.850|
|HIP 2568  |K0III       | 5.38|008.14750345|+20.29443334|   1.069|
|HIP 91013 |K0III       | 5.38|278.48624439|+52.35350951|   1.091|
|HIP 70931 |A1V         | 5.38|217.58746947|-49.51892657|   0.056|
|HIP 18859 |F5V         | 5.38|060.65273634|-00.26831052|   0.516|
|HIP 24799 |A0p...      | 5.38|079.75008050|+33.74846576|  -0.167|
|HIP 92202 |K0Ibpvar    | 5.38|281.87073367|-05.70507074|   1.280|
|HIP 12086 |M3III       | 5.38|038.94498948|+34.68768289|   1.652|
|HIP 91217 |F5III       | 5.38|279.11598380|+09.12281663|   0.387|
|HIP 77858 |B5V         | 5.38|238.47467996|-24.53309547|  -0.011|
|HIP 60379 |B9V         | 5.38|185.70613474|-57.67610097|  -0.098|
|HIP 46404 |G2V         | 5.38|141.94548780|-06.07102871|   0.642|
|HIP 109521|A5V         | 5.38|332.79073322|+50.82328938|   0.152|
|HIP 100965|G9III       | 5.38|307.06022697|+81.42266925|   1.010|
|HIP 84862 |G0V         | 5.38|260.16447313|+32.47027246|   0.619|
|HIP 45571 |F4V         | 5.38|139.32250201|-68.68957252|   0.415|
|HIP 73095 |A2III       | 5.38|224.07177099|-52.80956707|   0.142|
|HIP 3330  |F6V         | 5.38|010.61790472|-65.46813002|   0.515|
|HIP 23221 |G4V         | 5.39|074.96017027|-10.26299266|   0.797|
|HIP 105966|A1V         | 5.39|321.91679163|+27.60854356|   0.049|
|HIP 22044 |F0V         | 5.39|071.10737323|+11.14616933|   0.251|
|HIP 39538 |A0p...      | 5.39|121.19660915|+79.47974268|  -0.040|
|HIP 96302 |A0V+...     | 5.39|293.71216081|+29.46291111|   0.581|
|HIP 13202 |A1V         | 5.39|042.47562958|-27.94203549|   0.013|
|HIP 56391 |A2IV/V      | 5.39|173.40526595|-40.58670322|   0.117|
|HIP 19513 |F2IV-V      | 5.39|062.70783742|+26.48103948|   0.352|
|HIP 71500 |K0III       | 5.39|219.33402084|-46.13341306|   0.927|
|HIP 79195 |K4III       | 5.39|242.46055144|-03.46673076|   1.446|
|HIP 55650 |G8IIICN...  | 5.39|171.00973642|+01.40776375|   0.938|
|HIP 84979 |B8/B9Vn...  | 5.39|260.52449572|-70.12317887|  -0.042|
|HIP 93299 |B2.5IV      | 5.39|285.05696213|+50.53345884|  -0.182|
|HIP 101483|A3IVs       | 5.39|308.48748693|+13.02720146|   0.093|
|HIP 114389|B9III       | 5.39|347.50612955|+09.82210111|  -0.068|
|HIP 77227 |B8III       | 5.39|236.52354097|-01.80411556|  -0.035|
|HIP 18396 |B6V         | 5.39|058.99232459|+47.87147012|  -0.073|
|HIP 71618 |A1V         | 5.39|219.70950726|+44.40454503|   0.030|
|HIP 32677 |B7IV        | 5.39|102.24057628|-15.14471091|  -0.096|
|HIP 46735 |M1III       | 5.39|142.88520681|+35.10350902|   1.543|
|HIP 4890  |G8III       | 5.39|015.70496560|-46.39733801|   0.900|
|HIP 29850 |A2V         | 5.39|094.27756971|+09.94253598|   0.106|
|HIP 32494 |K1II/IIIp+G:| 5.39|101.71955730|-51.26544940|   1.330|
|HIP 82764 |G8III       | 5.39|253.72973020|+20.95848435|   0.966|
|HIP 89851 |K3III       | 5.39|275.03653519|-15.83160305|   1.473|
|HIP 78459 |G2V         | 5.39|240.26166247|+33.30538815|   0.612|
|HIP 97534 |A4III       | 5.39|297.35538694|-72.50341408|   0.234|
|HIP 46454 |F9V         | 5.40|142.11407050|+09.05677114|   0.605|
|HIP 76013 |B1npe       | 5.40|232.87841929|-73.38954647|  -0.146|
|HIP 35795 |B3V         | 5.40|110.75292901|-31.92379021|  -0.161|
|HIP 20376 |M0III       | 5.40|065.44826292|+60.73590167|   1.497|
|HIP 17854 |A2m         | 5.40|057.30708659|+70.87120237|   0.096|
|HIP 91989 |K1/K2III+.. | 5.40|281.23812444|-39.68617292|   0.850|
|HIP 46471 |K0III-IV    | 5.40|142.16664439|+45.60179470|   0.993|
|HIP 26536 |A2V + GIII  | 5.40|084.65874822|+30.49244147|   0.450|
|HIP 70602 |F0m         | 5.40|216.61420112|+19.22683490|   0.231|
|HIP 43721 |G7III       | 5.40|133.56126962|+30.57917723|   1.050|
|HIP 12653 |G3IV        | 5.40|040.63816025|-50.80082665|   0.561|
|HIP 93526 |A1V         | 5.40|285.72704960|-03.69900363|  -0.005|
|HIP 80399 |G0          | 5.40|246.16552568|-29.70446361|   0.625|
|HIP 80214 |K5III       | 5.40|245.62175969|+33.70335685|   1.523|
|HIP 54849 |A0V         | 5.40|168.43991709|-00.06950857|  -0.020|
|HIP 47080 |G8IV-V      | 5.40|143.91678098|+35.81076694|   0.770|
|HIP 93713 |A0Vn        | 5.40|286.22987335|+53.39660317|  -0.014|
|HIP 98962 |K3III       | 5.40|301.38635475|+61.99524822|   1.191|
|HIP 25499 |B5V         | 5.40|081.79203649|+17.96226766|  -0.090|
|HIP 105143|B5II/III    | 5.40|319.48865236|-17.98513635|  -0.118|
|HIP 21036 |F0V         | 5.40|067.65541066|+13.72445018|   0.263|
|HIP 93717 |K1III       | 5.40|286.24024804|-04.03135505|   1.120|
|HIP 31579 |C5II        | 5.40|099.13682373|+38.44555210|   2.773|
|HIP 4914  |K0III-IV    | 5.40|015.76085267|-04.83635047|   1.106|
|HIP 65728 |A1Vn        | 5.40|202.11324210|+59.94570301|  -0.010|
|HIP 104750|K3III       | 5.41|318.32194676|-27.61905854|   1.425|
|HIP 102773|K0III       | 5.41|312.32614627|-68.77640032|   1.122|
|HIP 69989 |F5IV        | 5.41|214.81757038|+13.00437724|   0.385|
|HIP 90023 |K5III       | 5.41|275.53622172|+23.28498721|   1.633|
|HIP 67288 |M2III       | 5.41|206.85564413|-17.85976354|   1.623|
|HIP 7450  |K1III       | 5.41|023.99565496|-15.40021584|   1.226|
|HIP 37450 |B3V         | 5.41|115.31595047|-38.53357185|  -0.130|
|HIP 89772 |K2III       | 5.41|274.78984693|+07.25976189|   1.084|
|HIP 97646 |A0IV        | 5.41|297.68657002|-59.19363715|   0.082|
|HIP 77060 |A6IV        | 5.41|236.01841829|-15.67267949|   0.238|
|HIP 96693 |B9III       | 5.41|294.86027686|+42.81821158|  -0.063|
|HIP 36363 |B3V         | 5.41|112.27379583|-38.81210490|  -0.148|
|HIP 3544  |A2Vs        | 5.41|011.32168124|+55.22140870|   0.022|
|HIP 102177|B2V         | 5.41|310.55261149|+50.34002067|  -0.107|
|HIP 77859 |B2V         | 5.41|238.48280036|-23.97803598|  -0.033|
|HIP 61621 |F0V         | 5.41|189.42594398|-27.13865883|   0.334|
|HIP 85537 |A8V         | 5.41|262.20705273|+00.33057703|   0.237|
|HIP 91235 |B8II-IIIp.. | 5.41|279.15562439|+33.46903738|  -0.101|
|HIP 32912 |B7IV        | 5.41|102.86241294|-70.96347336|  -0.110|
|HIP 83838 |A5m         | 5.41|257.00867045|+35.93521504|   0.309|
|HIP 35855 |B2/B3II/III | 5.41|110.88291983|-32.20207858|  -0.169|
|HIP 930   |K2III       | 5.41|002.89340430|-27.79977820|   1.346|
|HIP 34301 |B0.5IV      | 5.41|106.66986950|-11.29401875|   0.033|
|HIP 80693 |K4IIIp      | 5.41|247.14157201|+00.66516717|   1.461|
|HIP 761   |F3V         | 5.42|002.33758620|-27.98790390|   0.414|
|HIP 3721  |B8III       | 5.42|011.94174879|+74.84758739|  -0.066|
|HIP 70794 |K5III       | 5.42|217.17387790|-06.90041401|   1.490|
|HIP 8814  |K1III       | 5.42|028.32229965|+40.72979974|   1.311|
|HIP 6592  |K0III       | 5.42|021.16988858|-41.49245885|   1.030|
|HIP 50333 |M1III       | 5.42|154.16979666|+13.72837138|   1.650|
|HIP 41817 |B9.5IV/V    | 5.42|127.87893332|-19.57743956|  -0.061|
|HIP 91494 |M2III       | 5.42|279.89660339|-43.18577561|   1.654|
|HIP 11046 |F0Vn        | 5.42|035.55169522|-00.88474037|   0.335|
|HIP 57512 |K5III       | 5.42|176.82987104|-57.69654711|   1.664|
|HIP 2240  |M0III       | 5.42|007.11007309|-39.91490183|   1.556|
|HIP 20776 |G6III:      | 5.42|066.76206107|+80.82421018|   1.179|
|HIP 44818 |G8III       | 5.42|137.00029758|+29.65422729|   0.888|
|HIP 36778 |B2Vne       | 5.42|113.46270622|-36.33840157|  -0.078|
|HIP 61309 |K0IIICN...  | 5.42|188.41210253|+33.24766003|   1.011|
|HIP 9589  |A5III       | 5.42|030.79835710|+00.12845397|   0.146|
|HIP 101800|A2V         | 5.42|309.45456696|+11.37769664|   0.050|
|HIP 62223 |C7Iab       | 5.42|191.28262003|+45.44022447|   2.994|
|HIP 114273|G8IV        | 5.42|347.17017174|+02.12761798|   0.908|
|HIP 105972|B7V         | 5.42|321.94232234|+66.80914613|  -0.099|
|HIP 80390 |B8V         | 5.42|246.13235569|-37.56597007|  -0.104|
|HIP 31299 |K3III       | 5.42|098.45621385|-36.23226731|   1.419|
|HIP 32311 |K4III       | 5.42|101.18943633|+28.97098912|   1.445|
|HIP 5951  |G5III-IVe   | 5.42|019.15144476|-02.50021280|   0.888|
|HIP 78246 |B5V         | 5.43|239.64530965|-24.83142974|  -0.092|
|HIP 31121 |K2III       | 5.43|097.95861449|-08.15818115|   1.373|
|HIP 43908 |F0III       | 5.43|134.17451360|-85.66323432|   0.306|
|HIP 51585 |M2III       | 5.43|158.04916002|+14.13720956|   1.696|
|HIP 62423 |K5III       | 5.43|191.89308893|+66.79031573|   1.567|
|HIP 25769 |M1III       | 5.43|082.54254026|+63.06723206|   1.704|
|HIP 74941 |O7Iab:      | 5.43|229.70477850|-60.49632329|  -0.089|
|HIP 54173 |A0V         | 5.43|166.22587294|-35.80468900|   0.021|
|HIP 9372  |M3III       | 5.43|030.11154942|-08.52382616|   1.391|
|HIP 79387 |A4V         | 5.43|243.03037216|-08.54757943|   0.118|
|HIP 117447|A3Ia comp   | 5.43|357.20906201|+62.21451996|   0.670|
|HIP 91237 |F3V         | 5.43|279.16288632|+06.67215598|   0.386|
|HIP 47956 |G8III       | 5.43|146.58507788|-76.77598144|   0.901|
|HIP 87728 |F2.5II-III  | 5.43|268.79640765|+72.00513388|   0.340|
|HIP 112832|K3III       | 5.43|342.75894036|-39.15681779|   1.444|
|HIP 9326  |M0/M1III    | 5.43|029.94245126|-20.82457549|   1.640|
|HIP 43082 |B3Ia        | 5.43|131.62729635|-45.91251639|   0.238|
|HIP 76618 |B9V         | 5.43|234.70626982|-52.37261965|   0.005|
|HIP 78012 |F0IV        | 5.43|238.94818797|+37.94676324|   0.352|
|HIP 54477 |A1V         | 5.43|167.18353198|-28.08061647|   0.069|
|HIP 83962 |F5IV        | 5.43|257.44965775|-10.52303750|   0.465|
|HIP 113521|K1III:      | 5.43|344.86417726|+00.96309154|   0.982|
|HIP 12768 |G0Ib        | 5.43|041.02149224|+44.29705480|   0.904|
|HIP 11029 |F0V         | 5.43|035.50600237|-10.77733458|   0.364|
|HIP 112731|K1III       | 5.43|342.44261913|+55.90268437|   1.167|
|HIP 109472|B5III       | 5.43|332.65610232|-11.56495901|  -0.117|
|HIP 108661|B8/B9V+...  | 5.43|330.20922938|-28.45373726|  -0.095|
|HIP 92614 |B9p...      | 5.43|283.06846943|+21.42516648|  -0.068|
|HIP 23983 |A2m         | 5.43|077.33168451|+09.82959768|   0.249|
|HIP 76397 |M0III       | 5.44|234.05056891|-44.39668903|   1.497|
|HIP 52737 |A3V         | 5.44|161.71693697|-17.29683026|   0.112|
|HIP 34724 |F2V         | 5.44|107.84846508|-00.30190562|   0.310|
|HIP 43932 |A7IV        | 5.44|134.23597642|+32.91058931|   0.181|
|HIP 99631 |K5III       | 5.44|303.30778095|-01.00926621|   1.430|
|HIP 115152|K0III       | 5.44|349.87411644|+48.62519601|   1.014|
|HIP 33184 |A4IV        | 5.44|103.60273751|-01.12696090|   0.167|
|HIP 47204 |A2/A3V      | 5.44|144.30281740|-53.66848607|   0.137|
|HIP 13782 |A5IV/V      | 5.44|044.34875521|-23.86207670|   0.238|
|HIP 78893 |A0Vn        | 5.44|241.58221690|+67.80998136|  -0.019|
|HIP 26649 |G6/G8III    | 5.44|084.95771446|-32.62913912|   0.913|
|HIP 101243|M2III       | 5.44|307.82836858|+49.22037330|   1.566|
|HIP 15547 |A6V         | 5.44|050.08158506|+77.73490142|   0.211|
|HIP 24829 |F7III-IV    | 5.44|079.84214072|-50.60652008|   0.517|
|HIP 113996|F2V         | 5.44|346.29047874|-07.69381853|   0.312|
|HIP 32439 |F8V         | 5.44|101.56028979|+79.56627808|   0.525|
|HIP 4510  |G6III       | 5.44|014.45895150|+28.99223560|   1.076|
|HIP 43851 |K5III       | 5.44|133.98148374|+11.62605826|   1.462|
|HIP 17776 |B8V         | 5.44|057.08668426|+23.42136355|  -0.067|
|HIP 79963 |A3Vn        | 5.44|244.82350183|-42.67394008|   0.099|
|HIP 19483 |G8III       | 5.44|062.59383269|-06.92382327|   0.941|
|HIP 90414 |K0/K1III+.. | 5.44|276.72503769|-48.11710875|   0.855|
|HIP 29736 |B9II-III    | 5.44|093.93735931|+12.55107067|   0.015|
|HIP 64094 |WC6 + O9.5I | 5.44|197.02982892|-65.30601741|  -0.033|
|HIP 58379 |B8III       | 5.44|179.56352995|-56.31731449|  -0.062|
|HIP 87847 |G9III       | 5.44|269.19895085|-04.08180189|   1.162|
|HIP 24254 |B9p Si      | 5.44|078.09353950|+73.94674435|  -0.108|
|HIP 38497 |K1IIICN...  | 5.44|118.26464297|-36.36377387|   1.161|
|HIP 89507 |G8/K0III    | 5.45|273.97247295|-44.20649632|   0.962|
|HIP 19398 |B5IV        | 5.45|062.32431793|-16.38587725|  -0.147|
|HIP 104382|F0III       | 5.45|317.19172547|-88.95651120|   0.283|
|HIP 3083  |K5III       | 5.45|009.79119583|+49.35459528|   1.644|
|HIP 42286 |K0III       | 5.45|129.32852740|-62.85341217|   1.013|
|HIP 19805 |K0III       | 5.45|063.70228830|-62.19204942|   1.106|
|HIP 18975 |F2V         | 5.45|060.98543787|+08.19720135|   0.371|
|HIP 108294|A3V         | 5.45|329.09495119|-37.25363145|   0.084|
|HIP 4293  |G7III       | 5.45|013.75124739|-69.52697888|   1.095|
|HIP 2942  |G5III       | 5.45|009.33844167|+35.39951013|   0.886|
|HIP 25993 |K2/K3III    | 5.45|083.21407027|-38.51334582|   1.224|
|HIP 60855 |B8/B9V      | 5.45|187.09369113|-39.04113804|  -0.073|
|HIP 74305 |G2Ib/II     | 5.45|227.81660117|-55.34601439|   1.118|
|HIP 73624 |B3V         | 5.45|225.74704341|-32.64324605|  -0.127|
|HIP 96556 |F3IV        | 5.45|294.44690167|-04.64750966|   0.429|
|HIP 79754 |M2IV        | 5.45|244.18029083|-53.81110764|   1.696|
|HIP 59394 |A1V         | 5.45|182.76617138|-23.60237239|   0.055|
|HIP 14376 |B7Vn        | 5.45|046.36119708|+25.25519906|  -0.031|
|HIP 42459 |B5V         | 5.45|129.84944512|-53.43982462|  -0.132|
|HIP 44405 |A0III       | 5.45|135.68444595|+24.45293256|  -0.041|
|HIP 17489 |B7IV        | 5.45|056.20084227|+24.28957712|  -0.034|
|HIP 95503 |K3III       | 5.45|291.37363116|-23.96242415|   1.442|
|HIP 53273 |G8III       | 5.45|163.43233719|-02.12924149|   0.966|
|HIP 33478 |F3V         | 5.45|104.39153761|-24.63105594|   0.390|
|HIP 12332 |A7V         | 5.45|039.70416245|+21.96144509|   0.168|
|HIP 46594 |B8V         | 5.45|142.52136650|-51.51719294|  -0.078|
|HIP 41323 |B3V         | 5.45|126.46634614|-42.15310407|  -0.142|
|HIP 113357|G5V         | 5.45|344.36604441|+20.76868410|   0.666|
|HIP 77902 |M0III       | 5.45|238.64443288|+20.31086363|   1.588|
|HIP 33384 |B9.5V       | 5.45|104.14366809|-79.42018913|   0.041|
|HIP 36616 |K2III       | 5.45|112.95154548|+17.08622915|   1.126|
|HIP 111056|A3V         | 5.45|337.47070072|+78.82433733|   0.093|
|HIP 21735 |B8IV        | 5.45|070.01424281|+12.19764088|  -0.121|
|HIP 109789|B7V         | 5.45|333.57806796|-27.76691218|  -0.121|
|HIP 63031 |K0III       | 5.45|193.74311570|-85.12342237|   0.991|
|HIP 79488 |K5III       | 5.46|243.31420074|+05.02109890|   1.472|
|HIP 46741 |K4III       | 5.46|142.90134667|-73.08091865|   1.556|
|HIP 95865 |K1/K2III    | 5.46|292.46738503|-26.98551060|   1.120|
|HIP 106787|F1IV        | 5.46|324.43903480|+19.31857481|   0.321|
|HIP 28943 |A2V         | 5.46|091.63376334|-23.11077641|   0.064|
|HIP 56290 |F6V         | 5.46|173.08648748|+61.08275166|   0.515|
|HIP 92308 |A2Vn        | 5.46|282.21029394|-43.67999681|   0.133|
|HIP 52595 |K0III       | 5.46|161.31822960|-80.46952330|   0.957|
|HIP 25861 |B1.5V       | 5.46|082.81054942|+03.29213510|  -0.176|
|HIP 21685 |K0III       | 5.46|069.83182532|-14.35888729|   1.054|
|HIP 96536 |F7V         | 5.46|294.39365282|-14.30144432|   0.501|
|HIP 27196 |A0p...      | 5.46|086.47520331|+49.82628283|   0.030|
|HIP 63066 |M0III       | 5.46|193.83108971|-42.91570150|   1.668|
|HIP 42637 |B9IV        | 5.46|130.33167303|-78.96342637|  -0.101|
|HIP 20156 |A7V         | 5.46|064.80492598|+50.04883763|   0.235|
|HIP 92831 |G8III       | 5.46|283.71740921|+41.60272814|   1.034|
|HIP 24902 |A3V         | 5.46|080.06118220|+41.08633916|   0.122|
|HIP 81305 |O9Ia        | 5.46|249.09402476|-42.85885401|   0.338|
|HIP 34912 |M3III       | 5.46|108.34747243|+51.42871249|   1.640|
|HIP 98194 |B5V         | 5.46|299.30776056|+40.36782505|  -0.090|
|HIP 66634 |A3Vn        | 5.46|204.87741499|+52.92107136|   0.113|
|HIP 25768 |G3IV        | 5.46|082.53942437|-47.07733403|   0.615|
|HIP 34624 |G8III       | 5.46|107.58052770|-27.49152460|   0.998|
|HIP 75572 |K4III       | 5.46|231.57277020|+34.33584960|   1.410|
|HIP 82676 |B0.5Ia      | 5.46|253.50765901|-41.80638305|   0.176|
|HIP 95073 |B9III       | 5.46|290.14867994|-00.89216854|  -0.041|
|HIP 68940 |F2IV        | 5.46|211.67877719|-09.31352509|   0.347|
|HIP 27566 |B9.5V       | 5.46|087.56999717|-79.36152292|  -0.076|
|HIP 94827 |B0.5IV      | 5.46|289.43181365|+23.02554904|   0.020|
|HIP 62131 |K3III       | 5.46|191.00229297|-28.32386102|   1.346|
|HIP 46358 |K2III       | 5.46|141.77707532|-71.60209195|   1.079|
|HIP 56700 |K2III       | 5.46|174.39187576|-47.74737759|   1.230|
|HIP 67304 |K2III       | 5.46|206.91112414|-50.32066712|   1.351|
|HIP 4288  |K1IV        | 5.46|013.74174956|+23.62844595|   1.012|
|HIP 35180 |A1V         | 5.46|109.06075146|-15.58565483|   0.079|
|HIP 19009 |G0III...    | 5.46|061.09030699|+24.10602640|   0.813|
|HIP 75647 |B5V         | 5.46|231.82560314|-36.76750151|  -0.150|
|HIP 61071 |A2pvar      | 5.47|187.75236725|+24.56718941|   0.056|
|HIP 53781 |K5III       | 5.47|165.06123415|+45.52626916|   1.466|
|HIP 42080 |A2m         | 5.47|128.65078050|+65.14527349|   0.207|
|HIP 27338 |F0III       | 5.47|086.85915586|+17.72915270|   0.301|
|HIP 22626 |M2III       | 5.47|073.02153945|+63.50564999|   1.559|
|HIP 4104  |K1III       | 5.47|013.16917061|-24.00592567|   1.275|
|HIP 65112 |B6V         | 5.47|200.15772684|-52.74778497|  -0.125|
|HIP 60941 |F5III       | 5.47|187.36272398|+24.10892077|   0.445|
|HIP 89290 |B2.5III     | 5.47|273.30291529|-41.33609648|  -0.155|
|HIP 110725|K2III       | 5.47|336.50326220|+70.77088542|   1.216|
|HIP 90133 |A0V         | 5.47|275.90182621|-75.04432557|   0.043|
|HIP 25695 |B9Vn        | 5.47|082.31871986|+25.15030596|  -0.042|
|HIP 22871 |K6III       | 5.47|073.79641541|-74.93700232|   1.518|
|HIP 34440 |G8III       | 5.47|107.09184320|+15.93092642|   1.020|
|HIP 87747 |F2Iavar     | 5.47|268.85494207|+26.04997848|   0.341|
|HIP 21039 |Am          | 5.47|067.66177772|+15.69193829|   0.258|
|HIP 43325 |A2/A3IV     | 5.47|132.41319515|-40.32015599|   0.066|
|HIP 90923 |B8IV        | 5.47|278.20812019|+30.55418062|  -0.077|
|HIP 110936|G8III       | 5.47|337.16325785|-39.13140099|   0.959|
|HIP 60044 |A1V         | 5.47|184.70860512|+75.16055020|   0.054|
|HIP 44961 |G8II        | 5.47|137.39824927|-08.78763061|   1.002|
|HIP 103145|K5III       | 5.47|313.47461043|+33.43780855|   1.522|
|HIP 102014|K1III       | 5.47|310.08255226|-33.43193038|   1.118|
|HIP 52004 |A0Ia        | 5.47|159.36281779|-58.73334704|   0.500|
|HIP 68581 |K2/K3III    | 5.47|210.59501153|-27.42976294|   1.331|
|HIP 78400 |F7V         | 5.47|240.08324525|-16.53238334|   0.517|
|HIP 16470 |B8IIIp Mn   | 5.47|053.03575392|+48.02353391|  -0.101|
|HIP 106044|M5III       | 5.47|322.18661378|-69.50527320|   1.553|
|HIP 72582 |K0III-IV    | 5.47|222.62417599|+37.27181511|   1.030|
|HIP 89042 |G0V         | 5.47|272.60941453|-62.00276787|   0.592|
|HIP 20982 |G8III       | 5.47|067.50249474|+83.34013144|   0.855|
|HIP 90913 |K3Iab       | 5.47|278.18050927|-14.86565430|   1.998|
|HIP 84720 |M0V         | 5.47|259.76230946|-46.63650010|   0.764|
|HIP 38639 |K4III       | 5.47|118.67807760|+47.56459225|   1.462|
|HIP 13965 |G4p         | 5.47|044.95742747|+47.22063875|   0.869|
|HIP 76957 |B9p...      | 5.48|235.71176316|+52.36083046|  -0.042|
|HIP 38593 |B2V         | 5.48|118.54588048|-35.87729557|  -0.175|
|HIP 103094|K0II        | 5.48|313.32732775|+45.18168341|   1.088|
|HIP 24679 |G8IV        | 5.48|079.41769273|-13.51970778|   0.932|
|HIP 11249 |B7IV        | 5.48|036.20435282|+10.61059804|  -0.098|
|HIP 42712 |B1.5Vn      | 5.48|130.56748955|-48.09909900|  -0.172|
|HIP 44613 |F6II-III    | 5.48|136.35044363|+48.53035841|   0.475|
|HIP 56802 |F7V         | 5.48|174.66648767|-13.20224958|   0.520|
|HIP 61318 |A0V         | 5.48|188.44498858|-09.45207768|  -0.035|
|HIP 38048 |F5+...      | 5.48|116.98659214|-12.19289276|   0.478|
|HIP 30214 |B1Vpe SB    | 5.48|095.35299081|-11.77324372|   0.002|
|HIP 82135 |K0III       | 5.48|251.69988126|-39.37689836|   0.975|
|HIP 102497|B8/B9V      | 5.48|311.58346515|-39.19918925|  -0.078|
|HIP 82402 |A3m         | 5.48|252.58062783|+07.24770528|   0.108|
|HIP 79280 |B8V         | 5.48|242.70636884|+75.87753079|  -0.093|
|HIP 82960 |K5III       | 5.48|254.29655015|-33.25946890|   1.606|
|HIP 105668|F0V         | 5.48|321.04766053|-12.87813020|   0.297|
|HIP 73133 |K4III       | 5.48|224.19211288|-11.40972790|   1.491|
|HIP 105767|K4III       | 5.48|321.32068720|-03.55657786|   1.451|
|HIP 13265 |K2III       | 5.48|042.66834974|-35.67571664|   1.259|
|HIP 72664 |K4III       | 5.48|222.86072795|+59.29365246|   1.369|
|HIP 18141 |B8+...      | 5.48|058.17355849|-05.36124167|  -0.090|
|HIP 80008 |F3IV-V      | 5.48|244.98017016|+39.70859042|   0.410|
|HIP 97063 |F5V         | 5.49|295.88936752|-15.46965541|   0.460|
|HIP 89369 |K2III       | 5.49|273.56629234|-21.71310708|   1.528|
|HIP 79672 |G1V         | 5.49|243.90472242|-08.36823651|   0.652|
|HIP 45526 |B9III       | 5.49|139.17240336|-08.74475953|  -0.081|
|HIP 42715 |B8...       | 5.49|130.57922931|-53.10011485|  -0.127|
|HIP 110078|F3III       | 5.49|334.46123241|-77.51158803|   0.312|
|HIP 88836 |K2III       | 5.49|272.00961362|+36.40171633|   1.161|
|HIP 61136 |F5III       | 5.49|187.91810373|-59.42391403|   0.622|
|HIP 93667 |A0V         | 5.49|286.10439624|-31.04703255|   0.026|
|HIP 18434 |B1.5V       | 5.49|059.11953366|+35.08090840|  -0.058|
|HIP 103401|K5III       | 5.49|314.22512443|-09.69751669|   1.474|
|HIP 3607  |G8/K0III    | 5.49|011.54845521|-22.52206718|   0.978|
|HIP 50303 |A0Vn        | 5.49|154.06033082|+29.31055982|   0.020|
|HIP 22263 |G3V         | 5.49|071.90088443|-16.93486728|   0.632|
|HIP 29150 |A0V         | 5.49|092.24111381|-22.42728352|  -0.010|
|HIP 52689 |G4III:      | 5.49|161.60563681|+14.19480263|   0.908|
|HIP 116611|A1Vn        | 5.49|354.48655342|+18.40062425|   0.010|
|HIP 46578 |K2IIICNII   | 5.49|142.47716139|-26.58961727|   1.345|
|HIP 91004 |K3III       | 5.49|278.47286565|-24.03226534|   1.795|
|HIP 27517 |G8III       | 5.49|087.40231190|-14.48354987|   0.870|
|HIP 37901 |K5III       | 5.49|116.50900614|-06.77228458|   1.378|
|HIP 61724 |G9III       | 5.49|189.78065686|+21.06258094|   0.978|
|HIP 117375|G8III       | 5.49|356.98536110|-02.76161103|   0.941|
|HIP 14417 |F7IV comp SB| 5.49|046.53313395|+79.41851027|   1.569|
|HIP 7213  |K1/K2III    | 5.49|023.23355059|-36.86518161|   1.021|
|HIP 15338 |B8V...      | 5.49|049.44721595|+44.02508193|  -0.060|
|HIP 8240  |M3III       | 5.49|026.52469172|-50.81621317|   1.615|
|HIP 20171 |B9IV        | 5.50|064.85866225|+21.14241058|  -0.069|
|HIP 22958 |B6V         | 5.50|074.10078852|-05.17135066|  -0.123|
|HIP 105913|Am          | 5.50|321.75692385|-42.54796563|   0.392|
|HIP 23900 |B2V...      | 5.50|077.02759284|+24.26518765|   0.030|
|HIP 115836|K2III       | 5.50|352.01486122|-87.48224182|   1.278|
|HIP 24450 |K4III       | 5.50|078.68355139|+05.15612934|   1.369|
|HIP 51821 |C           | 5.50|158.80364609|-39.56259670|   3.015|
|HIP 4889  |B9.5V       | 5.50|015.70452742|+31.80433674|  -0.043|
|HIP 81141 |K1IIICN...  | 5.50|248.58070589|-70.98806509|   1.235|
|HIP 76133 |K0III       | 5.50|233.24144948|-01.18629929|   1.092|
|HIP 9570  |A2V         | 5.50|030.74152860|+33.28415151|   0.029|
|HIP 49005 |K5III       | 5.50|149.96549960|+56.81187557|   1.487|
|HIP 4852  |A1/A2IV     | 5.50|015.60990729|-31.55204219|   0.083|
|HIP 79199 |B8V         | 5.50|242.46919686|-33.54569572|  -0.075|
|HIP 35564 |F2          | 5.50|110.08940661|-52.31188250|   0.483|
|HIP 108543|K1II/III    | 5.50|329.82450083|-38.39509330|   0.996|
|HIP 34000 |B9IV        | 5.50|105.81295570|-59.17813539|  -0.125|
|HIP 81252 |G8/K0III    | 5.50|248.93654572|-65.49532908|   0.949|
|HIP 1647  |B9V         | 5.50|005.16267858|-69.62491154|  -0.046|
|HIP 67172 |G8III       | 5.50|206.48471128|-12.42654721|   0.898|
|HIP 76106 |A2IV        | 5.50|233.15297100|-19.67036366|   0.197|
|HIP 29064 |A0V         | 5.50|091.97028171|-42.15400130|   0.007|
